rooms,garages,useful_area,latitude,longitude,value,interior_quality,pred_nt_value,receita_nt,sinal_receita_nt,pred_time_on_market_source,pred_time_on_market_nt_value,time_on_market_agg,receita_tempo,sold_proba,sold
4.0,3.0,405,-23.639049399999998,-46.7007211,4291590,2,3290667.8,-1000922.25,-1.0,128.9455,133.99292,"(120, 135]",-7469.96371587089,0.24923263,False
2.0,1.0,90,-23.566323399999998,-46.6980945,875320,3,941568.75,66248.75,1.0,121.14152,130.26611,"(120, 135]",508.56472440354594,0.56263685,True
3.0,2.0,81,-23.499288,-46.638332899999995,528427,1,544121.8,15694.8125,1.0,46.146545,67.9288,"(60, 75]",231.04797853982967,0.7823214,True
3.0,2.0,92,-23.614319100000003,-46.688483899999994,1295070,2,1029812.8,-265257.1875,-1.0,151.21266,137.2117,"(135, 150]",-1933.1965615938782,0.43676326,False
3.0,3.0,170,-23.573869100000003,-46.6357674,1566430,3,1719787.6,153357.625,1.0,116.86253,120.999954,"(120, 135]",1267.4188679159627,0.40183178,False
2.0,2.0,72,-23.603401,-46.668781200000005,961980,1,1019724.06,57744.0625,1.0,135.94711,143.85422,"(135, 150]",401.406809558712,0.19247049,False
4.0,4.0,190,-23.610628600000002,-46.681171899999995,2167830,1,2180504.2,12674.25,1.0,97.49618,141.77182,"(135, 150]",89.39893692476222,0.38756278,False
3.0,3.0,132,-23.6010016,-46.611005799999994,1266120,3,1096578.2,-169541.75,-1.0,116.84964,131.31769,"(120, 135]",-1291.080833033931,0.47067758,False
3.0,1.0,100,-23.567744199999996,-46.6565795,1069540,3,1187708.9,118168.875,1.0,131.73643,127.64819,"(120, 135]",925.7387189751495,0.41821164,False
4.0,5.0,270,-23.539109399999997,-46.672965399999995,3582100,2,3094345.2,-487754.75,-1.0,143.07692,136.26219,"(135, 150]",-3579.531076488797,0.5132072,True
4.0,3.0,151,-23.5878069,-46.6743838,2326000,3,2424973.5,98973.5,1.0,181.949,173.2161,"(165, 180]",571.3874338105813,0.07487448,False
2.0,1.0,63,-23.6417193,-46.6750323,442607,3,517759.22,75152.21875,1.0,69.378525,83.31723,"(75, 90]",902.0009252276166,0.76226926,True
2.0,1.0,139,-23.587699,-46.674153999999994,2323490,2,1989563.0,-333927.0,-1.0,180.41406,151.01334,"(150, 165]",-2211.2417912438455,0.15183388,False
3.0,1.0,60,-23.583884,-46.631107,642608,1,535974.94,-106633.0625,-1.0,111.65153,92.31126,"(90, 105]",-1155.1469089306008,0.67136145,True
3.0,2.0,137,-23.575298899999996,-46.645939,1388800,1,1342303.1,-46496.875,-1.0,93.6827,123.12873,"(120, 135]",-377.62815151056816,0.5218427,True
1.0,1.0,65,-23.636392899999997,-46.6408903,414677,2,525874.3,111197.3125,1.0,52.096344,92.31126,"(90, 105]",1204.5910415052092,0.8132583,True
4.0,4.0,197,-23.624389,-46.7321527,1087570,3,1333794.4,246224.375,1.0,73.8987,89.12263,"(75, 90]",2762.759386416842,0.3596313,False
3.0,2.0,179,-23.5614478,-46.6527586,1854090,2,1978003.9,123913.875,1.0,120.86833,131.8458,"(120, 135]",939.8394184879232,0.5026303,True
4.0,3.0,150,-23.551586399999998,-46.6980226,2031530,3,1719981.6,-311548.375,-1.0,161.72452,146.7573,"(135, 150]",-2122.8817126757376,0.24614044,False
4.0,4.0,370,-23.6205175,-46.6792849,4659640,2,3785269.5,-874370.5,-1.0,171.4321,172.26746,"(165, 180]",-5075.6568885676525,0.13036554,False
4.0,3.0,226,-23.6158722,-46.685362299999994,3181360,1,2406446.2,-774913.75,-1.0,134.01483,131.05731,"(120, 135]",-5912.785315867836,0.2078364,False
4.0,2.0,142,-23.601452300000002,-46.66878,1308010,3,1757879.2,449869.25,1.0,96.48623,126.20383,"(120, 135]",3564.6244732431583,0.22958769,False
3.0,2.0,94,-23.5892361,-46.6417937,1354090,3,1014387.3,-339702.6875,-1.0,162.56758,120.50247,"(120, 135]",-2819.0516101174458,0.52889043,True
2.0,2.0,75,-23.5880953,-46.6796849,1499120,1,1055711.9,-443408.125,-1.0,122.03679,139.20718,"(135, 150]",-3185.2388129362425,0.3124664,False
1.0,1.0,48,-23.5413248,-46.5727693,330029,2,353720.12,23691.125,1.0,71.17445,92.34872,"(90, 105]",256.5398398308837,0.56269336,True
3.0,2.0,100,-23.5573296,-46.678631200000005,1307480,1,1086486.0,-220994.0,-1.0,86.370094,92.12967,"(90, 105]",-2398.7278142240316,0.6473502,True
3.0,1.0,198,-23.5671479,-46.654655299999995,1983640,2,2328665.2,345025.25,1.0,144.2685,159.34906,"(150, 165]",2165.216725301874,0.3123611,False
3.0,1.0,129,-23.538265600000003,-46.6599718,1153570,1,1172917.0,19347.0,1.0,117.40446,118.03189,"(105, 120]",163.9133276399816,0.503931,True
3.0,2.0,86,-23.586311399999996,-46.7213677,860568,2,725632.2,-134935.8125,-1.0,103.4253,90.9401,"(90, 105]",-1483.7877909856968,0.5444296,True
2.0,1.0,70,-23.6112319,-46.6625069,833588,1,707303.8,-126284.1875,-1.0,136.07152,114.416016,"(105, 120]",-1103.7282395315888,0.50062203,True
2.0,1.0,62,-23.5584952,-46.6762096,861581,3,749927.06,-111653.9375,-1.0,139.66006,132.51414,"(120, 135]",-842.5812775413334,0.21387503,False
1.0,1.0,33,-23.584093,-46.6349294,361205,3,350230.72,-10974.28125,-1.0,101.38617,99.537766,"(90, 105]",-110.25243729905706,0.81145537,True
3.0,2.0,104,-23.5796037,-46.6334015,1168100,3,970036.94,-198063.0625,-1.0,111.22256,107.141815,"(105, 120]",-1848.6065609117861,0.6862494,True
1.0,1.0,37,-23.588767100000002,-46.6776711,445091,2,578478.44,133387.4375,1.0,124.93457,178.31572,"(165, 180]",748.0408221768445,0.10679662,False
3.0,2.0,127,-23.546926100000004,-46.6602861,1478320,2,1331785.6,-146534.375,-1.0,119.04525,159.72234,"(150, 165]",-917.43195622515,0.36937168,False
4.0,3.0,240,-23.545106,-46.717698600000006,2920960,1,2736721.2,-184238.75,-1.0,124.55235,160.22923,"(150, 165]",-1149.8447991925937,0.12178285,False
1.0,1.0,50,-23.580517,-46.641415,355137,2,476369.34,121232.34375,1.0,67.20162,73.94599,"(60, 75]",1639.4714745772628,0.69060016,True
2.0,1.0,90,-23.5708823,-46.6492092,1036050,3,909133.1,-126916.875,-1.0,125.151855,122.380005,"(120, 135]",-1037.0719883655167,0.54959905,True
3.0,1.0,82,-23.5794794,-46.642159299999996,772154,1,738581.25,-33572.75,-1.0,86.39525,94.812416,"(90, 105]",-354.09655601282117,0.5546996,True
2.0,2.0,70,-23.5910282,-46.649307,907442,3,840186.1,-67255.875,-1.0,163.43408,150.45084,"(150, 165]",-447.02892125372693,0.22666112,False
3.0,2.0,110,-23.5792453,-46.604981,797947,2,823479.06,25532.0625,1.0,67.50544,73.79378,"(60, 75]",345.992079234945,0.5429453,True
3.0,3.0,200,-23.5367253,-46.6674186,2250360,1,2077438.0,-172922.0,-1.0,110.278206,128.51492,"(120, 135]",-1345.5402363757212,0.45019278,False
2.0,1.0,80,-23.578579,-46.640626,640050,2,626929.5,-13120.5,-1.0,88.465805,106.3321,"(105, 120]",-123.39171341997125,0.53234583,True
2.0,2.0,120,-23.553693,-46.6918336,1513790,2,1474121.1,-39668.875,-1.0,123.28968,122.98439,"(120, 135]",-322.55211345543154,0.46838936,False
2.0,1.0,50,-23.548082,-46.6530787,560319,3,554722.25,-5596.75,-1.0,136.22902,132.08357,"(120, 135]",-42.372793972987544,0.49515927,False
4.0,3.0,192,-23.5680707,-46.6263951,2323270,3,1856206.0,-467064.0,-1.0,155.42249,143.42172,"(135, 150]",-3256.5778192088205,0.5281523,True
2.0,1.0,60,-23.5921546,-46.631457899999994,708690,1,542860.7,-165829.3125,-1.0,165.38521,99.44053,"(90, 105]",-1667.622994216069,0.6525537,True
3.0,1.0,232,-23.553186399999998,-46.661635700000005,2091030,3,2177553.2,86523.25,1.0,124.114716,124.114716,"(120, 135]",697.1232186154334,0.60788536,True
4.0,3.0,243,-23.6158722,-46.685362299999994,3420660,1,2465511.2,-955148.75,-1.0,138.26749,164.63315,"(150, 165]",-5801.679433829394,0.27077246,False
3.0,2.0,85,-23.6027843,-46.6308114,740310,2,879874.75,139564.75,1.0,112.19669,141.83017,"(135, 150]",984.02723706189,0.2964886,False
3.0,4.0,160,-23.6099942,-46.7088125,1020110,3,1280665.4,260555.375,1.0,80.84827,79.00291,"(75, 90]",3298.0479523603367,0.6966209,True
3.0,2.0,170,-23.645177399999998,-46.6364424,1288810,2,989573.7,-299236.3125,-1.0,87.85463,66.480576,"(60, 75]",-4501.108932534381,0.6468325,True
2.0,2.0,61,-23.5572603,-46.5845355,513693,3,442436.47,-71256.53125,-1.0,90.92558,69.21889,"(60, 75]",-1029.43768672863,0.6558767,True
2.0,1.0,83,-23.5575032,-46.679638399999995,671131,2,914264.56,243133.5625,1.0,76.248436,144.70609,"(135, 150]",1680.188930240425,0.395223,False
3.0,2.0,200,-23.5530893,-46.658657299999994,1814160,2,1793282.5,-20877.5,-1.0,109.3189,116.68442,"(105, 120]",-178.92277655508087,0.58175075,True
2.0,2.0,68,-23.584511,-46.6768617,1011760,3,960286.1,-51473.875,-1.0,139.66006,139.66006,"(135, 150]",-368.5654529201131,0.17392212,False
4.0,3.0,190,-23.5314148,-46.681569700000004,1737130,2,1989850.9,252720.875,1.0,127.4193,138.67766,"(135, 150]",1822.361860569415,0.5430958,True
2.0,1.0,70,-23.6168081,-46.6793209,682435,2,704150.0,21715.0,1.0,99.7623,114.271675,"(105, 120]",190.02959376523293,0.64519405,True
4.0,4.0,161,-23.5963682,-46.672237100000004,2944460,2,2722217.8,-222242.25,-1.0,207.02676,177.81451,"(165, 180]",-1249.8543836518768,0.059115697,False
4.0,4.0,184,-23.5341848,-46.67842520000001,1847470,3,1958364.5,110894.5,1.0,122.5201,122.5201,"(120, 135]",905.1126865976024,0.59016806,True
2.0,1.0,92,-23.617751000000002,-46.657834,619258,2,833655.56,214397.5625,1.0,78.86948,101.01608,"(90, 105]",2122.410180976679,0.5434056,True
4.0,2.0,110,-23.5610411,-46.6854455,1371690,3,1312499.4,-59190.625,-1.0,172.54999,178.93294,"(165, 180]",-330.7978161349942,0.25689068,False
2.0,1.0,61,-23.5307241,-46.6881112,708248,1,622527.8,-85720.1875,-1.0,122.70683,108.44916,"(105, 120]",-790.4181950900227,0.36969763,False
3.0,3.0,100,-23.5865603,-46.642090100000004,1477060,2,1152456.9,-324603.125,-1.0,149.93979,127.64819,"(120, 135]",-2542.9511883973705,0.37210056,False
3.0,1.0,69,-23.6225921,-46.60405,337613,2,370998.44,33385.4375,1.0,66.62743,67.90303,"(60, 75]",491.6634398427179,0.6974512,True
3.0,2.0,61,-23.633357999999998,-46.7379012,481415,3,447999.16,-33415.84375,-1.0,75.270874,63.147556,"(60, 75]",-529.1708136517441,0.60406274,True
3.0,2.0,96,-23.541639,-46.694339299999996,983119,1,974533.94,-8585.0625,-1.0,94.29637,106.753975,"(105, 120]",-80.41913668199945,0.66875285,True
3.0,2.0,65,-23.6438322,-46.6022187,318041,2,335461.53,17420.53125,1.0,56.612473,52.180687,"(45, 60]",333.8501707818506,0.47280446,False
3.0,2.0,147,-23.6114687,-46.67695820000001,1545410,3,1711135.5,165725.5,1.0,125.21369,128.40195,"(120, 135]",1290.6774690283364,0.35931104,False
3.0,1.0,110,-23.5853515,-46.644242,774846,3,1000186.25,225340.25,1.0,70.6849,96.11392,"(90, 105]",2344.512064762828,0.6822798,True
2.0,1.0,78,-23.601473000000002,-46.6506721,577654,2,730994.7,153340.6875,1.0,87.882904,104.35839,"(90, 105]",1469.3661555395515,0.53307927,True
3.0,3.0,168,-23.598361999999998,-46.6822966,1968270,2,2400563.0,432293.0,1.0,108.75999,129.27951,"(120, 135]",3343.8632180350883,0.08755446,False
3.0,4.0,249,-23.5614117,-46.689043299999994,3612990,1,3115873.0,-497117.0,-1.0,135.74231,145.93457,"(135, 150]",-3406.4375489336644,0.17162974,False
3.0,1.0,85,-23.6009764,-46.6196251,631986,2,568911.0,-63075.0,-1.0,88.94041,98.27918,"(90, 105]",-641.7941057080502,0.6904516,True
3.0,2.0,75,-23.571206399999998,-46.6524111,1024330,1,951276.8,-73053.1875,-1.0,131.44444,139.35153,"(135, 150]",-524.2367016762694,0.39247116,False
3.0,3.0,202,-23.5435809,-46.659022799999995,2369070,2,2037702.6,-331367.375,-1.0,106.928734,121.3153,"(120, 135]",-2731.455760595267,0.4354408,False
4.0,3.0,183,-23.6258362,-46.7341141,932984,3,1311442.5,378458.5,1.0,81.22647,89.13686,"(75, 90]",4245.813508064085,0.4215028,False
3.0,1.0,62,-23.558335800000002,-46.6204773,465724,1,463019.12,-2704.875,-1.0,104.713326,71.91726,"(60, 75]",-37.61092996973692,0.79870087,True
4.0,4.0,350,-23.5346441,-46.6830044,3607840,1,3795491.2,187651.25,1.0,93.05739,143.55276,"(135, 150]",1307.1935614783956,0.13387702,False
4.0,3.0,101,-23.634641000000002,-46.732182,788882,1,735663.1,-53218.875,-1.0,82.20041,93.62178,"(90, 105]",-568.4454490736598,0.456214,False
2.0,1.0,90,-23.536137699999998,-46.6831861,750713,1,781863.25,31150.25,1.0,82.46792,94.77792,"(90, 105]",328.6656725750825,0.60068834,True
3.0,1.0,105,-23.5468036,-46.6585453,882239,2,1056882.2,174643.25,1.0,80.77181,101.85814,"(90, 105]",1714.5733433702226,0.6326437,True
3.0,2.0,105,-23.4925009,-46.6392295,651565,1,854988.06,203423.0625,1.0,64.094604,103.097275,"(90, 105]",1973.1177466479728,0.70221907,True
3.0,2.0,93,-23.5530633,-46.6803078,1159770,3,1008663.6,-151106.375,-1.0,158.59244,106.753975,"(105, 120]",-1415.4636876139766,0.49846786,False
2.0,2.0,100,-23.5652892,-46.6630318,1669120,3,1408204.9,-260915.125,-1.0,160.84514,160.84514,"(150, 165]",-1622.1511408578212,0.25934055,False
3.0,3.0,228,-23.5314047,-46.6682215,2864670,2,2334522.0,-530148.0,-1.0,153.12532,118.38808,"(105, 120]",-4478.052303993423,0.4170513,False
3.0,6.0,360,-23.6060546,-46.6440045,3558320,1,3973833.5,415513.5,1.0,120.8384,156.8989,"(150, 165]",2648.28824512576,0.04775919,False
2.0,1.0,230,-23.56333,-46.671115500000006,2624900,2,2782148.8,157248.75,1.0,141.50113,148.50049,"(135, 150]",1058.9106596214106,0.103497215,False
1.0,1.0,29,-23.547203,-46.5709427,215716,3,243702.02,27986.015625,1.0,55.557407,55.557407,"(45, 60]",503.7314904565292,0.6696498,True
2.0,1.0,60,-23.6409199,-46.66408320000001,391143,3,406084.3,14941.3125,1.0,50.116688,63.10315,"(60, 75]",236.7760189267247,0.771583,True
4.0,4.0,310,-23.5882965,-46.6366419,3526680,1,3454757.2,-71922.75,-1.0,123.566475,138.49112,"(135, 150]",-519.331133429424,0.13460454,False
1.0,1.0,48,-23.6256447,-46.6630697,513996,3,581952.3,67956.3125,1.0,102.61201,119.3899,"(105, 120]",569.1964930189288,0.3616982,False
2.0,1.0,55,-23.5987244,-46.6001852,458683,3,373533.94,-85149.0625,-1.0,68.67399,57.57753,"(45, 60]",-1478.8592466053833,0.70242584,True
3.0,3.0,185,-23.598272899999998,-46.67534860000001,2013080,1,2389271.8,376191.75,1.0,97.9563,129.27951,"(120, 135]",2909.910074308979,0.14268455,False
4.0,4.0,190,-23.629064899999996,-46.69258189999999,2079680,1,2179162.2,99482.25,1.0,90.461136,141.77182,"(135, 150]",701.7067986573902,0.13124534,False
2.0,1.0,80,-23.534806500000002,-46.671774400000004,705005,2,703496.25,-1508.75,-1.0,81.798996,88.14003,"(75, 90]",-17.117647924422798,0.4588617,False
4.0,3.0,323,-23.574113600000004,-46.63531029999999,3525980,1,2973317.2,-552662.75,-1.0,166.70795,116.629654,"(105, 120]",-4738.612620153672,0.2521912,False
3.0,3.0,230,-23.579397399999998,-46.64500379999999,1773590,2,2644950.2,871360.25,1.0,80.01879,171.31934,"(165, 180]",5086.175738609481,0.16022062,False
4.0,2.0,300,-23.573739,-46.65830820000001,2896010,1,3436691.0,540681.0,1.0,143.02396,151.30054,"(150, 165]",3573.5563820843695,0.14137761,False
3.0,4.0,270,-23.5707716,-46.636675399999994,2284730,1,2922581.2,637851.25,1.0,87.84729,146.08951,"(135, 150]",4366.167416709333,0.2422734,False
4.0,4.0,288,-23.522393,-46.731471,3369250,1,2594515.0,-774735.0,-1.0,154.0757,130.64635,"(120, 135]",-5930.016548628195,0.5356105,True
4.0,2.0,180,-23.608207800000002,-46.6587679,2143510,3,1904817.4,-238692.625,-1.0,124.29676,131.8458,"(120, 135]",-1810.392402605083,0.47557196,False
3.0,4.0,165,-23.539899,-46.680440000000004,1712450,1,1753609.0,41159.0,1.0,58.786053,86.36041,"(75, 90]",476.5956850131703,0.48414293,False
3.0,1.0,135,-23.624043899999997,-46.644573,848723,1,1100196.4,251473.375,1.0,63.1638,88.127174,"(75, 90]",2853.528174215144,0.5503757,True
2.0,1.0,54,-23.494541100000003,-46.62771420000001,360048,1,489097.84,129049.84375,1.0,69.955894,98.29218,"(90, 105]",1312.920721802779,0.5365101,True
2.0,1.0,62,-23.5652725,-46.5834353,459184,2,440691.94,-18492.0625,-1.0,89.53147,74.788826,"(60, 75]",-247.2570234325755,0.6207419,True
4.0,5.0,310,-23.5369054,-46.7132698,4037550,1,3538204.0,-499346.0,-1.0,147.2914,137.74979,"(135, 150]",-3625.021955631471,0.36091802,False
3.0,1.0,152,-23.565756399999998,-46.665256799999995,1988390,1,1941462.0,-46928.0,-1.0,110.90195,125.37112,"(120, 135]",-374.31269066089976,0.23391867,False
4.0,4.0,244,-23.6245642,-46.7359575,1566960,2,1427403.8,-139556.25,-1.0,92.573074,95.99154,"(90, 105]",-1453.83907219021,0.70636696,True
3.0,1.0,73,-23.5048134,-46.6770845,368768,2,501766.28,132998.28125,1.0,40.254936,51.446114,"(45, 60]",2585.195887082363,0.9538064,True
1.0,1.0,67,-23.640009600000003,-46.673852600000004,743933,2,622506.2,-121426.8125,-1.0,116.22365,96.025345,"(90, 105]",-1264.5287834311678,0.5830134,True
3.0,3.0,350,-23.5851973,-46.7193461,4936370,3,4057997.8,-878372.25,-1.0,189.01111,189.01111,"(180, 195]",-4647.199084978549,0.02362217,False
3.0,2.0,72,-23.5420918,-46.569987899999994,506997,1,548236.9,41239.875,1.0,50.49488,85.58599,"(75, 90]",481.8530995967437,0.6211756,True
2.0,1.0,108,-23.579054100000004,-46.6898354,1358960,1,1573726.9,214766.875,1.0,117.88716,154.70248,"(150, 165]",1388.2574427074712,0.16190493,False
3.0,3.0,178,-23.6228204,-46.6387337,1866610,1,1610226.2,-256383.75,-1.0,109.90156,101.79208,"(90, 105]",-2518.7002817848957,0.46132025,False
4.0,2.0,105,-23.600422000000002,-46.68031679999999,1571700,1,1355646.5,-216053.5,-1.0,130.1684,188.35292,"(180, 195]",-1147.0674274096746,0.22118945,False
3.0,2.0,150,-23.620643700000002,-46.670592600000006,1521770,2,1461866.5,-59903.5,-1.0,119.05506,122.93075,"(120, 135]",-487.29468405170826,0.5852713,True
3.0,2.0,154,-23.539845899999996,-46.7163266,1229400,2,1452449.9,223049.875,1.0,75.047874,136.79883,"(135, 150]",1630.4955097728473,0.550966,True
2.0,2.0,100,-23.5930224,-46.629642100000005,1175060,2,1028679.44,-146380.5625,-1.0,161.45479,131.9933,"(120, 135]",-1108.9999337596223,0.50472105,True
3.0,1.0,128,-23.5398725,-46.6580695,1051880,2,1195595.4,143715.375,1.0,79.245445,118.03189,"(105, 120]",1217.5978368366063,0.503931,True
2.0,1.0,53,-23.608234200000002,-46.661136799999994,850542,2,626857.1,-223684.875,-1.0,146.18723,114.77184,"(105, 120]",-1948.9525413014035,0.27444184,False
3.0,1.0,80,-23.643561300000002,-46.6717087,435029,1,636260.8,201231.8125,1.0,37.295742,85.84416,"(75, 90]",2344.1525648507086,0.44603857,False
3.0,1.0,95,-23.5434726,-46.7040933,896511,2,743050.1,-153460.875,-1.0,91.2284,94.3813,"(90, 105]",-1625.9669229325377,0.60096675,True
2.0,1.0,46,-23.546287399999997,-46.690807899999996,341095,3,566735.2,225640.1875,1.0,58.508907,133.24744,"(120, 135]",1693.392333745281,0.3741579,False
4.0,2.0,114,-23.625541100000003,-46.6380016,888472,1,1003517.3,115045.3125,1.0,53.93444,92.22947,"(90, 105]",1247.3812695011648,0.6239995,True
3.0,2.0,77,-23.5844551,-46.6380412,644564,3,769122.3,124558.3125,1.0,92.30875,110.10401,"(105, 120]",1131.2786043192996,0.4170904,False
3.0,1.0,94,-23.560541600000004,-46.6679403,1378990,1,1087443.5,-291546.5,-1.0,139.36911,89.15418,"(75, 90]",-3270.1382261629833,0.4645038,False
2.0,1.0,80,-23.552146899999997,-46.6958252,973654,3,818306.94,-155347.0625,-1.0,142.40366,119.08215,"(105, 120]",-1304.5368946439903,0.4675721,False
2.0,1.0,80,-23.558010999999997,-46.675385799999994,724549,2,848855.4,124306.375,1.0,89.93775,112.11382,"(105, 120]",1108.7515503760706,0.601309,True
2.0,1.0,85,-23.577841,-46.640917,978491,1,767237.1,-211253.875,-1.0,130.02701,104.26154,"(90, 105]",-2026.1917133239995,0.3238042,False
1.0,1.0,39,-23.5986781,-46.677015000000004,652576,2,541091.2,-111484.8125,-1.0,116.45217,143.099,"(135, 150]",-779.0747193258874,0.24839464,False
2.0,2.0,105,-23.640294,-46.6470333,724684,1,1041998.44,317314.4375,1.0,73.99984,114.17936,"(105, 120]",2779.087560722951,0.6238801,True
3.0,3.0,282,-23.6084945,-46.7268872,1787170,2,1685093.0,-102077.0,-1.0,104.29849,119.668976,"(105, 120]",-852.9946821383552,0.49515495,False
3.0,2.0,121,-23.531454800000002,-46.6818818,1328680,2,1201494.4,-127185.625,-1.0,183.92657,113.96097,"(105, 120]",-1116.045495334701,0.5198798,True
3.0,4.0,198,-23.603302,-46.6401134,2718650,2,2148508.8,-570141.25,-1.0,175.54227,149.517,"(135, 150]",-3813.2202794112636,0.2643918,False
1.0,1.0,40,-23.600229000000002,-46.670533500000005,437504,3,496269.62,58765.625,1.0,68.52789,70.57109,"(60, 75]",832.7152721966328,0.70605594,True
3.0,2.0,75,-23.5352452,-46.575463,571111,2,569386.4,-1724.625,-1.0,83.391624,86.13355,"(75, 90]",-20.02268510837802,0.58440924,True
3.0,2.0,94,-23.587283,-46.631203,842632,3,974166.8,131534.8125,1.0,105.218895,112.935265,"(105, 120]",1164.692117918608,0.4291685,False
2.0,1.0,70,-23.630754999999997,-46.670457899999995,630225,1,573620.44,-56604.5625,-1.0,92.158676,90.891945,"(90, 105]",-622.7676453778182,0.5931207,True
1.0,1.0,38,-23.643676199999998,-46.699797700000005,271524,3,370221.16,98697.15625,1.0,37.65086,62.108696,"(60, 75]",1589.103662321387,0.8097994,True
3.0,1.0,177,-23.5434417,-46.6562989,1745850,2,1741752.8,-4097.25,-1.0,117.30682,126.17987,"(120, 135]",-32.47150262826804,0.6215517,True
2.0,1.0,60,-23.528062600000002,-46.6973977,581880,3,524458.75,-57421.25,-1.0,105.86301,94.588295,"(90, 105]",-607.0650708988321,0.7127985,True
3.0,2.0,120,-23.5410793,-46.677399,1111390,1,1097578.4,-13811.625,-1.0,82.76889,95.226494,"(90, 105]",-145.0397304752856,0.6308787,True
1.0,1.0,56,-23.553684699999998,-46.6505033,1080240,1,597701.8,-482538.1875,-1.0,139.79492,106.927086,"(105, 120]",-4512.7778761079,0.36328992,False
3.0,4.0,311,-23.5097595,-46.6507406,2306240,1,3060547.0,754307.0,1.0,74.28115,111.1405,"(105, 120]",6786.9676680985385,0.6245597,True
1.0,1.0,40,-23.582564899999998,-46.68533060000001,647076,1,484331.25,-162744.75,-1.0,116.45217,89.9465,"(75, 90]",-1809.3505043654218,0.64146024,True
2.0,1.0,65,-23.6069955,-46.695159999999994,848220,1,735952.44,-112267.5625,-1.0,155.3584,131.90254,"(120, 135]",-851.1402487053705,0.4114149,False
2.0,1.0,72,-23.626396,-46.6854707,794247,2,755247.06,-38999.9375,-1.0,114.66304,101.024315,"(90, 105]",-386.0450580257055,0.52647924,True
1.0,1.0,38,-23.5746579,-46.6545032,403163,3,550544.25,147381.25,1.0,84.18525,146.08058,"(135, 150]",1008.9037729733535,0.10545395,False
4.0,2.0,121,-23.6392779,-46.715756899999995,1176520,3,1167759.0,-8761.0,-1.0,123.371216,123.371216,"(120, 135]",-71.01332301661196,0.4212189,False
3.0,3.0,210,-23.5839823,-46.6458994,1925940,1,2403166.0,477226.0,1.0,93.77302,132.77365,"(120, 135]",3594.2824194669074,0.22909103,False
3.0,2.0,280,-23.533564000000002,-46.659366999999996,2789750,3,2726468.0,-63282.0,-1.0,159.7926,121.106155,"(120, 135]",-522.5333080167064,0.38263178,False
3.0,2.0,94,-23.57021,-46.6375229,1081390,2,966708.75,-114681.25,-1.0,173.63388,120.50247,"(120, 135]",-951.692095349647,0.50701404,True
4.0,3.0,215,-23.535275199999997,-46.6772473,1852170,1,2204910.2,352740.25,1.0,99.89519,131.59973,"(120, 135]",2680.402506342382,0.6180436,True
3.0,2.0,226,-23.5701072,-46.6560639,2460100,3,2645095.8,184995.75,1.0,147.34515,171.31934,"(165, 180]",1079.8299502368452,0.29250365,False
4.0,5.0,267,-23.5341317,-46.6672791,4819530,2,3386200.0,-1433330.0,-1.0,172.86597,151.55054,"(150, 165]",-9457.769186034337,0.20008315,False
3.0,2.0,117,-23.6161035,-46.62412570000001,945274,2,896478.7,-48795.3125,-1.0,94.95542,70.46998,"(60, 75]",-692.426954777175,0.6380399,True
3.0,1.0,125,-23.5850197,-46.686780600000006,1331350,2,1520626.0,189276.0,1.0,152.4897,131.29974,"(120, 135]",1441.5565082987987,0.32014623,False
2.0,2.0,204,-23.622939499999998,-46.735775,1229970,1,1068267.9,-161702.125,-1.0,73.081055,71.709946,"(60, 75]",-2254.946973805974,0.7229131,True
3.0,1.0,132,-23.573837100000002,-46.65740170000001,1635140,2,1386948.6,-248191.375,-1.0,128.72243,127.05531,"(120, 135]",-1953.412013431016,0.50429475,True
3.0,3.0,95,-23.624733399999997,-46.73478789999999,786644,2,825494.6,38850.625,1.0,86.31905,102.91613,"(90, 105]",377.49791966639344,0.51344365,True
3.0,1.0,113,-23.5441759,-46.660263,1266320,3,1142715.6,-123604.375,-1.0,100.6267,118.03189,"(105, 120]",-1047.2116822820153,0.36897442,False
4.0,3.0,123,-23.624138199999997,-46.73922460000001,1465940,2,1064210.5,-401729.5,-1.0,158.59329,153.61215,"(150, 165]",-2615.219528592371,0.2367374,False
4.0,2.0,133,-23.594048100000002,-46.607755700000006,1087580,1,1100900.6,13320.625,1.0,125.02934,131.31769,"(120, 135]",101.43816270347928,0.43280318,False
2.0,1.0,60,-23.5588224,-46.6731328,748535,3,657011.06,-91523.9375,-1.0,130.31602,117.33399,"(105, 120]",-780.0291794092554,0.3158265,False
2.0,1.0,61,-23.5407409,-46.652767299999994,442191,2,631429.8,189238.8125,1.0,80.13118,111.43073,"(105, 120]",1698.2640952701968,0.26245382,False
3.0,1.0,190,-23.5538572,-46.6604249,1723460,2,1930759.9,207299.875,1.0,132.72888,147.3483,"(135, 150]",1406.8698386950794,0.47891325,False
3.0,2.0,135,-23.5693889,-46.6327633,1009840,2,1190963.9,181123.875,1.0,87.24643,101.139755,"(90, 105]",1790.8276973188429,0.69594914,True
4.0,3.0,187,-23.6297693,-46.729490500000004,1121070,1,1488471.4,367401.375,1.0,66.055725,105.37641,"(105, 120]",3486.561840419169,0.48289198,False
3.0,1.0,123,-23.567778699999998,-46.688154299999994,1534500,1,1546260.9,11760.875,1.0,123.15354,131.29974,"(120, 135]",89.57271867293599,0.36454603,False
