,rooms,garages,useful_area,latitude,longitude,value,interior_quality,time_on_market,sold,value-5,value-10,value-15,value-20,yregr_test,regrpreds,dist,classpreds,classpreds_proba,misclassified,classpreds-5,classpreds-10,classpreds-15,classpreds-20,timepreds,timepreds-5,timepreds-10,timepreds-15,timepreds-20,dist20,dist15,dist10,dist5
1538,2.0,1.0,105,-23.5661212,-46.6858671,1309940,3,160.49856584460866,0,1244443.0,1178946.0,1113449.0,1047952.0,1309940,1294475.4,-15464.625,0,0.23160937,False,0,0,0,0,216.97215,109.355774,109.355774,127.54264,105.27503,-111.69712,-89.42951,-107.61638,-107.61638
602,3.0,1.0,120,-23.5408717,-46.6840706,1219860,2,311.9016169355637,0,1158867.0,1097874.0,1036881.0,975888.0,1219860,1131869.8,-87990.25,0,0.21858093,False,0,0,0,0,113.327576,113.327576,90.66652,79.101105,79.89311,-33.434464,-34.22647,-22.661057,0.0
7392,3.0,1.0,65,-23.6142869,-46.6344224,500963,3,160.0,1,475914.85,450866.7,425818.55,400770.4,500963,590090.1,89127.125,1,0.5478921,False,1,1,1,1,76.16791,70.02219,57.89887,57.89887,79.41102,3.2431107,-18.26904,-18.26904,-6.1457214
38,1.0,3.0,150,-23.596582100000006,-46.6674053,3273320,1,285.0,1,3109654.0,2945988.0,2782322.0,2618656.0,3273320,3188631.0,-84689.0,0,0.08286532,True,0,0,0,0,129.74957,119.753685,125.48847,125.48847,116.93266,-12.81691,-4.261101,-4.261101,-9.995888
6353,4.0,3.0,270,-23.5872425,-46.719423,2780890,2,37.0,1,2641845.5,2502801.0,2363756.5,2224712.0,2780890,2929213.5,148323.5,0,0.1451271,True,0,0,0,0,136.85922,136.85922,127.95094,99.230446,99.230446,-37.628777,-37.628777,-8.908279,0.0
1514,3.0,1.0,160,-23.5547212,-46.657074,1203170,2,121.4915415825016,0,1143011.5,1082853.0,1022694.5,962536.0,1203170,1530559.8,327389.75,1,0.6330594,True,1,1,1,1,88.27955,88.27955,54.553387,96.0891,69.17769,-19.10186,7.809555,-33.726162,0.0
5910,3.0,2.0,86,-23.6072369,-46.63241970000001,816795,3,22.486046210471002,0,775955.25,735115.5,694275.75,653436.0,816795,865100.5,48305.5,0,0.46020553,False,1,1,1,1,104.98421,104.98421,90.23818,88.3907,88.93207,-16.05214,-16.593506,-14.746025,0.0
5086,3.0,2.0,113,-23.502981,-46.638358,834558,2,93.0,1,792830.1,751102.2000000001,709374.2999999999,667646.4,834558,962442.9,127884.875,1,0.69453067,False,1,1,1,1,57.953373,57.953373,57.953373,57.953373,58.49474,0.5413666,0.0,0.0,0.0
6937,3.0,2.0,120,-23.569288500000006,-46.6541287,1416920,1,268.966946352815,0,1346074.0,1275228.0,1204382.0,1133536.0,1416920,1537141.5,120221.5,0,0.11051008,False,0,0,0,0,107.08491,107.08491,99.90244,91.52832,91.52832,-15.556587,-15.556587,-7.1824646,0.0
1624,3.0,3.0,333,-23.5740133,-46.6582569,4640240,1,207.843729047504,0,4408228.0,4176216.0,3944204.0,3712192.0,4640240,4128856.0,-511384.0,0,0.08432537,False,0,0,0,0,161.88138,131.60956,154.00809,154.00809,133.2379,-28.643478,-7.873291,-7.873291,-30.27182
742,1.0,1.0,38,-23.5595012,-46.6631188,468208,3,88.0,1,444797.6,421387.2,397976.8,374566.4,468208,559516.25,91308.25,1,0.5872672,False,1,1,1,1,97.105934,95.06274,95.06274,96.08445,91.76121,-5.3447266,-1.0214844,-2.0431976,-2.0431976
2462,4.0,2.0,135,-23.6074499,-46.6910836,1877530,2,65.17145225401896,0,1783653.5,1689777.0,1595900.5,1502024.0,1877530,1468068.8,-409461.25,0,0.18936731,False,0,1,1,1,144.96625,124.44145,124.44145,123.41266,123.41266,-21.553589,-21.553589,-20.524796,-20.524796
1836,4.0,3.0,208,-23.4925009,-46.6392295,1290650,3,54.0,1,1226117.5,1161585.0,1097052.5,1032520.0,1290650,1870494.1,579844.125,1,0.7979632,False,1,1,1,1,125.73698,94.97414,94.97414,80.45288,54.648376,-71.0886,-45.284096,-30.76284,-30.76284
3354,1.0,1.0,39,-23.5247118,-46.7093093,351927,2,25.0,1,334330.64999999997,316734.3,299137.95,281541.60000000003,351927,338717.72,-13209.28125,1,0.93506163,False,1,1,1,1,94.84005,71.91235,58.744343,58.744343,58.744343,-36.095707,-36.095707,-36.095707,-22.927696
7831,3.0,1.0,96,-23.5880644,-46.6729808,959006,1,291.0,1,911055.7,863105.4,815155.1,767204.8,959006,1136511.8,177505.75,0,0.12289263,True,0,0,0,0,105.775955,103.00411,88.457596,81.95461,75.98565,-29.790306,-23.821342,-17.31836,-2.771843
3478,3.0,4.0,267,-23.541121,-46.6629085,4060810,3,96.93725945425105,0,3857769.5,3654729.0,3451688.5,3248648.0,4060810,3596359.8,-464450.25,0,0.049449883,False,0,0,0,0,175.72363,169.59836,170.65076,170.65076,160.43546,-15.2881775,-5.072876,-5.072876,-6.1252747
295,2.0,1.0,64,-23.6228566,-46.7262469,465424,3,83.00032276151154,0,442152.8,418881.60000000003,395610.39999999997,372339.2,465424,472624.03,7200.03125,1,0.6189449,True,1,1,1,1,73.70709,61.583763,34.14573,41.682823,50.34605,-23.361042,-32.02427,-39.561363,-12.123329
1250,4.0,4.0,209,-23.6347054,-46.71462929999999,2074450,1,8.316026370431242,0,1970727.5,1867005.0,1763282.5,1659560.0,2074450,2267886.2,193436.25,0,0.29649833,False,0,0,0,1,114.43098,87.05157,96.108505,89.71102,82.82778,-31.603195,-24.719955,-18.322472,-27.37941
6604,1.0,1.0,67,-23.6046054,-46.671725,753656,2,128.70985763835264,0,715973.2,678290.4,640607.6,602924.8,753656,798319.75,44663.75,0,0.24291022,False,0,0,1,1,116.22365,116.22365,97.56417,92.158676,87.025276,-29.198372,-24.064972,-18.659477,0.0
1247,2.0,4.0,203,-23.5652892,-46.6630318,3388320,2,305.24185521484293,0,3218904.0,3049488.0,2880072.0,2710656.0,3388320,3495817.8,107497.75,0,0.07159237,False,0,0,0,0,184.48117,174.26587,185.50107,182.86166,168.61563,-15.86554,-1.6195068,1.0198975,-10.2153015
4548,4.0,4.0,257,-23.5428026,-46.7259729,3480700,3,118.81581922820736,0,3306665.0,3132630.0,2958595.0,2784560.0,3480700,3163571.0,-317129.0,0,0.14107332,False,0,0,0,0,169.27931,169.27931,184.566,175.20053,160.95451,-8.324799,5.921219,15.286682,0.0
3899,3.0,2.0,91,-23.528041,-46.6926528,915688,2,26.0,1,869903.6,824119.2000000001,778334.7999999999,732550.4,915688,806670.44,-109017.5625,1,0.6136919,False,1,1,1,1,116.44995,109.54186,87.98484,87.98484,79.34045,-37.109505,-28.46511,-28.46511,-6.9080887
7734,3.0,2.0,179,-23.561421,-46.690588,1731730,2,22.0,1,1645143.5,1558557.0,1471970.5,1385384.0,1731730,2472892.0,741162.0,1,0.5406246,False,1,1,1,1,109.18438,86.12377,86.12377,81.735,81.735,-27.449379,-27.449379,-23.060608,-23.060608
6041,2.0,1.0,115,-23.5681252,-46.6610221,1597950,1,56.0,1,1518052.5,1438155.0,1358257.5,1278360.0,1597950,1381002.0,-216948.0,0,0.4914519,True,1,1,1,1,130.73528,123.29788,118.90911,118.90911,111.726654,-19.008621,-11.826164,-11.826164,-7.437393
1217,3.0,3.0,180,-23.5563019,-46.5685781,1304680,1,88.0,1,1239446.0,1174212.0,1108978.0,1043744.0,1304680,1316374.9,11694.875,1,0.54222494,False,1,1,1,1,73.1399,81.55022,81.55022,110.834236,113.53402,40.39412,37.694336,8.410316,8.410316
5739,2.0,1.0,50,-23.6099347,-46.6311135,477465,2,28.0,1,453591.75,429718.5,405845.25,381972.0,477465,399155.62,-78309.375,1,0.6378799,False,1,1,1,1,89.45081,87.407616,87.407616,76.13833,71.815094,-17.63572,-13.312485,-2.0431976,-2.0431976
3624,4.0,5.0,382,-23.541408800000006,-46.6586829,4446600,1,47.470742503127745,0,4224270.0,4001940.0,3779610.0,3557280.0,4446600,4649698.5,203098.5,0,0.2864217,False,0,0,0,0,119.1518,141.55035,141.55035,141.55035,146.54662,27.394814,22.398552,22.398552,22.398552
3419,4.0,2.0,150,-23.5938193,-46.6782011,1741080,3,206.477924566062,0,1654026.0,1566972.0,1479918.0,1392864.0,1741080,1982882.9,241802.875,0,0.21599276,False,0,0,0,0,128.40195,125.21369,125.21369,120.82492,120.82492,-7.5770264,-7.5770264,-3.1882553,-3.1882553
3279,3.0,2.0,220,-23.5698548,-46.6636634,2394020,1,56.0,1,2274319.0,2154618.0,2034917.0,1915216.0,2394020,3077169.8,683149.75,1,0.5453918,False,1,1,1,1,128.55624,128.55624,128.55624,144.65689,122.634315,-5.9219284,16.100647,0.0,0.0
6276,4.0,5.0,266,-23.5371104,-46.6698175,4483160,2,153.55652747808364,0,4259002.0,4034844.0,3810686.0,3586528.0,4483160,3732128.8,-751031.25,0,0.058997013,False,0,0,0,0,119.673744,143.66705,143.66705,137.54178,118.019745,-1.6539993,17.868034,23.993309,23.993309
6295,3.0,1.0,110,-23.5779608,-46.6398117,775362,2,1.0,1,736593.9,697825.8,659057.7,620289.6,775362,849040.9,73678.875,1,0.9643917,False,1,1,1,1,62.267715,62.267715,62.267715,62.809082,62.809082,0.5413666,0.5413666,0.0,0.0
6459,4.0,4.0,149,-23.6099444,-46.73404420000001,1118930,3,3.0,1,1062983.5,1007037.0,951090.5,895144.0,1118930,987492.3,-131437.6875,1,0.7869491,False,1,1,1,1,78.478,80.5932,80.5932,90.10973,72.913155,-5.564842,11.631737,2.1152039,2.1152039
5757,2.0,1.0,80,-23.6112002,-46.6405548,612872,2,34.0,1,582228.4,551584.8,520941.2,490297.60000000003,612872,595659.0,-17213.0,1,0.65067345,False,1,1,1,1,88.465805,83.3324,77.40512,52.336815,52.336815,-36.12899,-36.12899,-11.060684,-5.1334076
6852,2.0,1.0,55,-23.53439,-46.680685,423983,2,17.0,1,402783.85,381584.7,360385.55,339186.4,423983,533019.2,109036.1875,1,0.82522506,False,1,1,1,1,82.56685,71.297554,66.97432,66.97432,64.151276,-18.415573,-15.592529,-15.592529,-11.269295
1728,4.0,3.0,177,-23.6091609,-46.73494820000001,1643180,1,32.0,1,1561021.0,1478862.0,1396703.0,1314544.0,1643180,1365872.1,-277307.875,1,0.55795026,False,1,1,1,1,109.41753,109.41753,97.59137,97.59137,109.79369,0.3761673,-11.826157,-11.826157,0.0
7247,2.0,1.0,60,-23.5633004,-46.6306218,525021,3,1.384731280977887,0,498769.94999999995,472518.9,446267.85,420016.80000000005,525021,453325.2,-71695.8125,0,0.09267086,False,0,0,0,0,92.31126,77.51278,71.36706,59.24374,59.24374,-33.067516,-33.067516,-20.944199,-14.798477
1858,4.0,3.0,179,-23.5640075,-46.6845369,2220390,1,11.0,1,2109370.5,1998351.0,1887331.5,1776312.0,2220390,2091207.4,-129182.625,1,0.6371452,False,1,1,1,1,129.16042,129.16042,97.9563,97.9563,91.558815,-37.6016,-31.204117,-31.204117,0.0
3224,2.0,1.0,82,-23.5541584,-46.65895689999999,743807,1,91.0,1,706616.65,669426.3,632235.95,595045.6,743807,859471.75,115664.75,1,0.571402,False,1,1,1,1,86.39525,84.54777,85.08913,85.08913,80.41289,-5.982361,-1.3061218,-1.3061218,-1.8474808
4871,3.0,1.0,207,-23.5676796,-46.6467903,1761790,2,256.346868787593,0,1673700.5,1585611.0,1497521.5,1409432.0,1761790,2270915.8,509125.75,0,0.1850447,False,0,0,0,0,109.6035,81.608795,81.608795,81.608795,65.62871,-43.974792,-27.994705,-27.994705,-27.994705
5775,4.0,3.0,200,-23.6036127,-46.6451221,2460450,1,289.00866876587105,0,2337427.5,2214405.0,2091382.5,1968360.0,2460450,2317203.5,-143246.5,0,0.08961401,False,0,0,0,0,100.16018,113.35742,113.35742,130.76357,107.91204,7.7518616,30.603386,13.197243,13.197243
6036,3.0,1.0,190,-23.5389482,-46.6682585,2295510,3,267.9001369544661,0,2180734.5,2065959.0,1951183.5,1836408.0,2295510,1761807.2,-533702.75,0,0.20702048,False,0,0,0,0,155.09033,155.09033,155.09033,145.54825,145.54825,-9.542084,-9.542084,0.0,0.0
626,3.0,1.0,180,-23.5454383,-46.6497245,1353730,1,234.36882059055776,0,1286043.5,1218357.0,1150670.5,1082984.0,1353730,1767205.9,413475.875,0,0.26237124,False,0,0,0,0,73.14374,98.75881,98.75881,98.75881,64.07262,-9.071121,25.615074,25.615074,25.615074
1260,3.0,2.0,180,-23.581338100000004,-46.6857127,2503980,2,105.45734649676943,0,2378781.0,2253582.0,2128383.0,2003184.0,2503980,2466848.5,-37131.5,0,0.19211102,False,0,0,0,0,162.124,155.02255,155.02255,155.02255,115.58186,-46.54213,-7.1014404,-7.1014404,-7.1014404
2422,1.0,1.0,40,-23.5814181,-46.6825811,495143,2,228.26965025638145,0,470385.85,445628.7,420871.55,396114.4,495143,562402.25,67259.25,0,0.4519627,False,0,1,0,0,87.35039,87.35039,85.30719,85.30719,73.342445,-14.007942,-2.0431976,-2.0431976,0.0
4241,3.0,2.0,132,-23.6080732,-46.70494160000001,716417,2,4.0,1,680596.15,644775.3,608954.45,573133.6,716417,1022811.7,306394.6875,1,0.9072689,False,1,1,1,1,64.28969,56.316364,61.993828,51.579983,51.579983,-12.709705,-12.709705,-2.2958603,-7.973324
3815,2.0,2.0,68,-23.5328287,-46.6842201,848496,1,14.0,1,806071.2,763646.4,721221.6,678796.8,848496,663144.56,-185351.4375,1,0.61894196,False,1,1,1,1,137.57095,128.05548,142.13904,114.266945,114.4758,-23.095154,-23.304008,4.5680847,-9.515472
4293,1.0,1.0,34,-23.6151197,-46.6856933,445137,2,154.0,1,422880.14999999997,400623.3,378366.45,356109.60000000003,445137,521337.94,76200.9375,1,0.61340094,False,1,1,1,1,119.30953,88.40684,86.3289,82.00568,82.00568,-37.303856,-37.303856,-32.98063,-30.902695
7911,3.0,2.0,250,-23.57193,-46.658992,2789370,1,272.8392592706137,0,2649901.5,2510433.0,2370964.5,2231496.0,2789370,2824460.2,35090.25,0,0.1054169,False,0,0,0,0,134.23428,134.23428,119.29717,103.43798,103.43798,-30.796303,-30.796303,-14.937111,0.0
4883,3.0,1.0,117,-23.6335129,-46.7142368,817306,2,231.0,1,776440.7,735575.4,694710.1,653844.8,817306,994858.56,177552.5625,0,0.46295553,True,0,0,1,0,65.263756,65.263756,65.263756,65.263756,62.967884,-2.2958717,0.0,0.0,0.0
6949,2.0,1.0,60,-23.5360893,-46.6731495,552921,2,8.399242843211889,0,525274.95,497628.9,469982.85,442336.80000000005,552921,535968.9,-16952.125,1,0.59961444,True,1,1,1,1,91.53441,84.405136,89.150925,89.150925,77.02761,-14.506798,-2.383484,-2.383484,-7.1292725
1478,4.0,2.0,222,-23.5652789,-46.6583185,2483220,2,42.0,1,2359059.0,2234898.0,2110737.0,1986576.0,2483220,2641629.2,158409.25,0,0.41885906,True,0,1,1,1,127.924194,112.415146,112.415146,112.415146,115.82426,-12.099937,-15.509048,-15.509048,-15.509048
7000,4.0,3.0,146,-23.626665600000006,-46.6712169,1277780,2,3.881960180014823,0,1213891.0,1150002.0,1086113.0,1022224.0,1277780,1423685.4,145905.375,0,0.42289743,False,0,0,0,0,91.60714,89.76884,89.76884,68.845604,68.845604,-22.761536,-22.761536,-1.8383026,-1.8383026
1948,3.0,1.0,75,-23.6215299,-46.7312305,424010,2,133.84281667107,0,402809.5,381609.0,360408.5,339208.0,424010,488668.03,64658.03125,1,0.88962144,True,1,1,1,1,59.931587,63.138004,58.814774,58.814774,58.814774,-1.1168137,-1.1168137,-1.1168137,3.206417
2594,4.0,5.0,240,-23.5359102,-46.6785084,2647900,1,90.0,1,2515505.0,2383110.0,2250715.0,2118320.0,2647900,2792329.5,144429.5,1,0.6010294,False,1,1,1,1,142.4701,114.48822,103.566895,103.566895,103.566895,-38.9032,-38.9032,-38.9032,-27.981873
3970,3.0,3.0,255,-23.6115234,-46.6800562,2432960,1,149.0,1,2311312.0,2189664.0,2068016.0,1946368.0,2432960,2181967.2,-250992.75,0,0.29830733,True,0,0,1,1,105.60307,98.15151,98.15151,91.11647,99.364914,-6.238159,-14.486603,-7.451561,-7.451561
7638,3.0,1.0,215,-23.560046300000003,-46.6410901,1822340,3,20.0,1,1731223.0,1640106.0,1548989.0,1457872.0,1822340,1815304.9,-7035.125,1,0.6586086,False,1,1,1,1,124.22293,127.92567,99.93096,99.93096,95.54219,-28.68074,-24.29197,-24.29197,3.702736
2597,4.0,3.0,161,-23.5516135,-46.6991064,1948340,1,66.16624983732079,0,1850923.0,1753506.0,1656089.0,1558672.0,1948340,1971696.9,23356.875,0,0.44348004,False,0,1,1,1,116.20915,116.20915,95.448685,73.87311,73.87311,-42.336044,-42.336044,-20.760468,0.0
6334,4.0,2.0,154,-23.5491975,-46.6588336,1725780,3,61.35150627190807,0,1639491.0,1553202.0,1466913.0,1380624.0,1725780,1517753.5,-208026.5,0,0.48644906,False,1,1,1,1,128.5463,120.423935,120.423935,116.035164,104.44385,-24.102448,-12.511131,-8.12236,-8.12236
5901,3.0,2.0,215,-23.541657,-46.6616194,2302520,3,126.56432882256763,0,2187394.0,2072268.0,1957142.0,1842016.0,2302520,2253494.5,-49025.5,0,0.46021608,False,0,1,1,1,130.85739,130.85739,130.85739,121.3153,120.83876,-10.018631,-9.542091,0.0,0.0
4249,2.0,1.0,77,-23.5827369,-46.67507979999999,945843,2,12.874172763620695,0,898550.85,851258.7000000001,803966.5499999999,756674.4,945843,809614.5,-136228.5,1,0.56099516,True,1,1,1,1,139.19772,136.9812,136.9812,105.60137,122.360344,-16.83738,-33.59635,-2.2165222,-2.2165222
6190,3.0,3.0,100,-23.636084,-46.734385,974241,3,205.24422293474962,0,925528.95,876816.9,828104.85,779392.8,974241,753804.44,-220436.5625,0,0.46389133,False,0,0,0,1,133.5741,118.14147,111.63357,102.91613,102.91613,-30.657967,-30.657967,-21.940529,-15.432625
3039,4.0,3.0,204,-23.6091099,-46.6552448,2344750,2,51.62605367148178,0,2227512.5,2110275.0,1993037.5,1875800.0,2344750,2240483.0,-104267.0,0,0.3801863,False,0,0,1,1,131.96494,131.96494,131.96494,122.48305,108.344025,-23.62091,-9.481888,0.0,0.0
5279,3.0,3.0,120,-23.5561828,-46.5695448,869788,2,134.2380101037522,0,826298.6,782809.2000000001,739319.7999999999,695830.4,869788,907532.9,37744.875,0,0.34351727,False,0,0,0,1,67.0063,60.472248,60.472248,60.472248,60.472248,-6.534054,-6.534054,-6.534054,-6.534054
4790,3.0,4.0,234,-23.6113254,-46.69013020000001,2805890,2,33.82445105355659,0,2665595.5,2525301.0,2385006.5,2244712.0,2805890,2595001.5,-210888.5,0,0.3368205,False,0,0,0,0,152.73322,138.48718,123.550095,102.15861,102.15861,-50.574608,-50.574608,-29.18312,-14.246033
3519,2.0,1.0,113,-23.569129,-46.6531105,1092320,3,315.0,1,1037704.0,983088.0,928472.0,873856.0,1092320,1452130.9,359810.875,0,0.069663644,True,0,0,0,0,85.25145,87.36665,87.36665,71.93402,64.583405,-20.668045,-13.317429,2.1152039,2.1152039
8176,2.0,2.0,53,-23.5684427,-46.64597020000001,1023000,2,154.27491763765252,0,971850.0,920700.0,869550.0,818400.0,1023000,747295.8,-275704.1875,0,0.13137247,False,0,0,0,0,131.89731,131.89731,131.89731,131.89731,118.914055,-12.9832535,0.0,0.0,0.0
7216,3.0,2.0,148,-23.59519,-46.6436179,855624,1,54.0,1,812842.7999999999,770061.6,727280.4,684499.2000000001,855624,1633480.4,777856.375,1,0.8620944,False,1,1,1,1,54.84324,57.32348,57.32348,57.32348,57.32348,2.4802399,2.4802399,2.4802399,2.4802399
3803,3.0,3.0,189,-23.613226,-46.731343,846423,1,31.124281639659014,0,804101.85,761780.7000000001,719459.5499999999,677138.4,846423,1117964.9,271541.875,1,0.86190015,True,1,1,1,1,39.651222,43.41318,43.41318,43.41318,43.41318,3.761959,3.761959,3.761959,3.761959
1352,2.0,1.0,73,-23.5319201,-46.6801914,705539,2,39.0,1,670262.0499999999,634985.1,599708.15,564431.2000000001,705539,671666.94,-33872.0625,1,0.7687898,False,1,1,1,1,88.54763,86.25176,86.25176,81.118355,81.118355,-7.4292755,-7.4292755,-2.295868,-2.295868
3083,1.0,1.0,46,-23.6142406,-46.6798803,510760,2,6.043031790688063,0,485222.0,459684.0,434146.0,408608.0,510760,525705.5,14945.5,1,0.55845964,True,1,1,1,1,81.85578,81.85578,79.812584,79.812584,48.019714,-33.836067,-2.0431976,-2.0431976,0.0
6160,4.0,4.0,330,-23.533353100000006,-46.6822581,3266350,3,290.35562770798117,0,3103032.5,2939715.0,2776397.5,2613080.0,3266350,3936943.0,670593.0,0,0.122938134,False,0,0,0,0,155.29298,141.47885,151.43362,133.3265,134.72905,-20.563934,-21.966476,-3.8593597,-13.814133
2835,4.0,3.0,130,-23.5539091,-46.6928325,1407990,3,287.0335097386035,0,1337590.5,1267191.0,1196791.5,1126392.0,1407990,1504959.4,96969.375,0,0.2193633,False,0,0,0,0,116.16252,116.16252,99.27298,99.27298,87.622925,-28.539597,-16.889542,-16.889542,0.0
1563,3.0,1.0,65,-23.5662891,-46.6307716,719312,1,225.4104572688544,0,683346.4,647380.8,611415.2,575449.6,719312,616715.25,-102596.75,0,0.23313978,False,0,0,0,0,228.484,114.21979,111.65153,103.57058,103.57058,-124.913414,-124.913414,-116.832466,-114.264206
599,2.0,1.0,60,-23.602533,-46.6480046,483658,1,34.0,1,459475.1,435292.2,411109.3,386926.4,483658,468455.66,-15202.34375,1,0.77306247,False,1,1,1,1,76.24385,64.12053,64.12053,46.843952,52.882812,-23.361038,-29.399899,-12.123322,-12.123322
6742,3.0,2.0,208,-23.5487014,-46.6591547,1711960,3,35.0,1,1626362.0,1540764.0,1455166.0,1369568.0,1711960,1822913.8,110953.75,1,0.6365534,False,1,1,1,1,114.54996,86.55525,86.55525,70.575165,70.575165,-43.974792,-43.974792,-27.994705,-27.994705
4292,3.0,3.0,190,-23.5406634,-46.7182035,2622380,3,139.30883213270945,0,2491261.0,2360142.0,2229023.0,2097904.0,2622380,2480624.0,-141756.0,0,0.11784601,False,0,0,0,0,160.22923,171.77943,161.09781,161.09781,161.09781,0.86857605,0.86857605,0.86857605,11.550201
7783,3.0,2.0,86,-23.5304074,-46.7000424,741741,1,30.0,1,704653.95,667566.9,630479.85,593392.8,741741,739851.6,-1889.375,1,0.76258,False,1,1,1,1,79.34045,77.492966,75.1971,75.1971,70.52087,-8.81958,-4.1433487,-4.1433487,-1.8474808
5706,3.0,2.0,110,-23.5674179,-46.58368400000001,729924,1,139.0,1,693427.7999999999,656931.6,620435.4,583939.2000000001,729924,892172.94,162248.9375,1,0.5384787,False,1,1,1,1,67.50544,67.50544,68.04681,68.04681,57.63296,-9.8724785,0.5413666,0.5413666,0.0
6504,4.0,3.0,186,-23.633067800000006,-46.7061112,2009090,2,212.97782319652958,0,1908635.5,1808181.0,1707726.5,1607272.0,2009090,1760230.4,-248859.625,0,0.11491785,False,0,0,0,0,147.3501,147.3501,147.3501,140.9526,102.369446,-44.98065,-6.3974915,0.0,0.0
1893,3.0,2.0,173,-23.5801455,-46.6760894,2071710,3,125.369474864529,0,1968124.5,1864539.0,1760953.5,1657368.0,2071710,2294575.0,222865.0,0,0.3770912,False,0,0,1,1,136.10138,126.55931,126.55931,125.955055,111.68128,-24.420097,-10.146324,-9.5420685,-9.5420685
7431,4.0,4.0,318,-23.5949488,-46.6662998,4324940,2,18.0,1,4108693.0,3892446.0,3676199.0,3459952.0,4324940,4306840.5,-18099.5,0,0.13356918,True,0,0,0,1,163.5588,163.5588,163.5588,132.59242,132.59242,-30.966385,-30.966385,0.0,0.0
2267,3.0,1.0,118,-23.5263943,-46.67661470000001,493339,3,132.5170273516906,0,468672.05,444005.10000000003,419338.14999999997,394671.2,493339,876082.6,382743.625,1,0.90730166,True,1,1,1,1,38.434155,38.434155,33.825172,29.49237,24.04513,-14.389025,-8.941784,-4.608982,0.0
2621,3.0,1.0,136,-23.5629839,-46.6522473,1154910,1,55.0,1,1097164.5,1039419.0,981673.5,923928.0,1154910,1316081.2,161171.25,1,0.71743125,False,1,1,1,1,98.78392,76.12286,60.84454,75.46884,73.25232,-25.5316,-23.315079,-37.93938,-22.661057
5806,3.0,4.0,264,-23.605358,-46.7081159,2148670,3,145.0,1,2041236.5,1933803.0,1826369.5,1718936.0,2148670,2438445.5,289775.5,0,0.2735228,True,0,1,1,1,84.5844,100.622116,100.622116,102.65771,106.59649,22.012093,18.07331,16.03772,16.03772
6758,3.0,2.0,170,-23.57396,-46.64688020000001,1853040,2,120.22578617830631,0,1760388.0,1667736.0,1575084.0,1482432.0,1853040,1576078.9,-276961.125,0,0.37429523,False,0,0,1,1,120.86833,109.32872,90.12085,90.12085,85.73208,-35.136253,-30.747482,-30.747482,-11.539612
1820,1.0,1.0,56,-23.5671761,-46.6458198,580051,3,61.875020250837146,0,551048.45,522045.9,493043.35,464040.80000000005,580051,655465.1,75414.125,1,0.6815036,True,1,1,1,1,106.927086,102.78164,95.65237,73.94599,73.94599,-32.981094,-32.981094,-11.274719,-4.145447
6750,3.0,3.0,153,-23.586042300000006,-46.6055113,1006590,1,3.0,1,956260.5,905931.0,855601.5,805272.0,1006590,1214161.5,207571.5,1,0.81915873,False,1,1,1,1,82.372086,66.80518,62.15166,63.976547,57.4425,-24.929585,-18.395538,-20.220425,-15.566902
1372,2.0,4.0,355,-23.5945466,-46.6675934,4962650,2,150.54121605453437,0,4714517.5,4466385.0,4218252.5,3970120.0,4962650,4795228.5,-167421.5,0,0.07481272,False,0,0,0,0,171.4321,171.4321,186.94028,163.5588,163.5588,-7.873291,-7.873291,15.508179,0.0
1959,2.0,1.0,120,-23.5700375,-46.6480156,1313520,1,195.3171075323848,0,1247844.0,1182168.0,1116492.0,1050816.0,1313520,1219559.4,-93960.625,0,0.35853514,False,0,0,1,1,107.41904,111.726654,103.35253,80.691475,82.80668,-24.612358,-26.727562,-4.0665054,4.307617
4557,2.0,1.0,84,-23.5736896,-46.6431015,865998,2,92.0,1,822698.1,779398.2000000001,736098.2999999999,692798.4,865998,880672.25,14674.25,0,0.41894564,True,0,0,0,1,111.46727,92.36421,92.36421,86.39525,84.54777,-26.919502,-25.072021,-19.103058,-19.103058
2390,3.0,1.0,155,-23.5480887,-46.6570752,1498680,1,11.0,1,1423746.0,1348812.0,1273878.0,1198944.0,1498680,1413847.5,-84832.5,1,0.6702173,False,1,1,1,1,80.482864,64.502785,64.502785,90.11786,88.27955,7.7966843,9.6349945,-15.98008,-15.98008
1879,4.0,4.0,215,-23.6014121,-46.6590244,2465260,3,56.67501246543507,0,2341997.0,2218734.0,2095471.0,1972208.0,2465260,2878782.0,413522.0,0,0.43746868,False,0,1,1,1,146.92303,113.34718,113.34718,113.34718,113.72922,-33.193817,-33.57585,-33.57585,-33.57585
5536,3.0,1.0,88,-23.626972100000003,-46.6321793,614895,3,4.861063429475704,0,584150.25,553405.5,522660.75,491916.0,614895,622453.8,7558.8125,0,0.40490016,False,0,0,0,1,102.95542,98.27918,79.28816,60.232323,55.40284,-47.55258,-42.7231,-23.66726,-4.676239
4677,3.0,1.0,70,-23.579652,-46.5813599,495888,1,120.784234340157,0,471093.6,446299.2,421504.8,396710.4,495888,472698.16,-23189.84375,1,0.8530964,True,1,1,1,1,81.67834,81.67834,83.77114,83.77114,106.46087,24.782532,2.092804,2.092804,0.0
543,2.0,1.0,73,-23.532725,-46.657972,790920,2,301.8745848502525,0,751374.0,711828.0,672282.0,632736.0,790920,823693.5,32773.5,0,0.07124085,False,0,0,0,0,113.68096,102.56785,138.1655,95.092445,95.092445,-18.588516,-18.588516,24.484535,-11.113113
