rooms,garages,useful_area,latitude,longitude,value,interior_quality,time_on_market,sold,value_log1p,value_log1p_zscore,time_on_market_agg
3.0,2.0,200,-23.593195,-46.6740907,1792110,2,318.0,1,14.398904812562975,0.616549213585243,"(315, 330]"
3.0,2.0,180,-23.622378,-46.674975700000005,1440060,3,310.71340307769213,0,14.180196031766087,0.28390884934056837,"(300, 315]"
4.0,3.0,150,-23.6237734,-46.7325291,1092670,2,72.68070726002824,0,13.904135715442763,-0.13595908573137036,"(60, 75]"
2.0,2.0,78,-23.601446,-46.717651000000004,699255,1,60.0,1,13.457772191649488,-0.8148459808945858,"(45, 60]"
3.0,2.0,180,-23.581338100000004,-46.6857127,2503980,2,105.45734649676943,0,14.733392423313914,1.1252808715923934,"(105, 120]"
4.0,3.0,188,-23.6036127,-46.6451221,2312820,3,319.0825847148345,0,14.6539785495462,1.0044980671712682,"(315, 330]"
3.0,3.0,206,-23.6119284,-46.6830128,2219090,3,7.33115762013521,0,14.612608210537589,0.9415767496703955,"(0, 15]"
4.0,2.0,168,-23.558991100000004,-46.666527200000004,1948550,3,55.0,1,14.482596577398352,0.7438383834013076,"(45, 60]"
3.0,3.0,146,-23.5330014,-46.6716477,1785030,2,86.0,1,14.39494633999185,0.6105286608067324,"(75, 90]"
2.0,1.0,80,-23.593942499999997,-46.6741851,1012540,3,37.0,1,13.827973570970139,-0.2517962431912583,"(30, 45]"
3.0,2.0,124,-23.6000081,-46.687864700000006,1753700,1,42.06112677026234,0,14.377238969880178,0.583597021289103,"(30, 45]"
2.0,1.0,65,-23.59477,-46.624399,558465,2,217.7001950527012,0,13.232949018288247,-1.1567858975501446,"(210, 225]"
3.0,2.0,117,-23.589961199999998,-46.628627,941963,1,26.0,1,13.75572233626772,-0.3616851874804218,"(15, 30]"
5.0,2.0,272,-23.537682999999998,-46.703218,2207680,1,145.79958074045152,0,14.607453201303976,0.9337363504742322,"(135, 150]"
4.0,4.0,210,-23.623375199999998,-46.6738739,2248730,3,209.31251123027297,0,14.625876615072775,0.9617570410215177,"(195, 210]"
4.0,2.0,245,-23.563463100000003,-46.6675934,2817440,1,25.0,1,14.851339584126679,1.3046700410232241,"(15, 30]"
2.0,1.0,63,-23.6303108,-46.640803399999996,481324,2,3.0,1,13.084297996597536,-1.3828734365157707,"(0, 15]"
4.0,4.0,238,-23.6064711,-46.6902922,3243420,3,168.03553379545514,0,14.992139194933507,1.5188161473370236,"(165, 180]"
4.0,3.0,351,-23.639049399999998,-46.7007211,3719380,3,155.93708830446985,0,15.129067814554208,1.7270747537825062,"(150, 165]"
2.0,1.0,70,-23.567646,-46.62334179999999,473399,2,31.0,1,13.067695976062021,-1.4081239186318046,"(30, 45]"
2.0,1.0,65,-23.593163,-46.673836,720637,3,180.56434080444802,0,13.487892209738668,-0.7690355943534726,"(180, 195]"
3.0,3.0,100,-23.4935557,-46.6205528,965865,3,93.8948543318748,0,13.780780387216543,-0.3235736897869701,"(90, 105]"
4.0,2.0,210,-23.6132852,-46.7314467,1032440,3,51.0,1,13.847436459327467,-0.22219458637233305,"(45, 60]"
3.0,2.0,167,-23.5975538,-46.646724799999994,1560310,3,146.93821251071716,0,14.260395718330718,0.40588681864735576,"(135, 150]"
3.0,2.0,130,-23.605428,-46.705357299999996,922265,2,21.0,1,13.734588964183466,-0.39382753019849015,"(15, 30]"
2.0,1.0,61,-23.5223388,-46.710551200000005,511587,1,315.69400966149544,0,13.145274892586869,-1.2901319525273516,"(315, 330]"
1.0,1.0,42,-23.555475,-46.6545099,380974,2,96.0,1,12.850489035158061,-1.738480092149429,"(90, 105]"
1.0,1.0,40,-23.553918,-46.650421,422904,2,115.78712159916988,0,12.954902846516722,-1.5796741762828173,"(105, 120]"
3.0,2.0,126,-23.5323463,-46.6812422,1297390,2,150.70053676955297,0,14.075865882786207,0.12523017794969266,"(150, 165]"
4.0,2.0,196,-23.587760999999997,-46.678445,2133470,1,8.0,1,14.573260788829739,0.8817321442489823,"(0, 15]"
3.0,3.0,216,-23.5240418,-46.6962057,2178800,2,349.05959681056765,0,14.59428528345979,0.9137088921706642,"(345, 360]"
4.0,2.0,244,-23.5302242,-46.575694,2068910,2,86.0,1,14.542532939852734,0.8349972905365534,"(75, 90]"
4.0,5.0,288,-23.6096391,-46.6820935,2876810,1,275.6684748559154,0,14.87219294694512,1.3363865097373655,"(270, 285]"
3.0,3.0,227,-23.6218788,-46.6375344,2065350,3,220.7437453957281,0,14.540810745719948,0.8323779568200813,"(210, 225]"
2.0,1.0,52,-23.55602,-46.654881,392015,2,3.0,1,12.879057934266166,-1.69502884629289,"(0, 15]"
3.0,1.0,95,-23.5322378,-46.6880021,745272,3,248.8057180966437,0,13.521505873190895,-0.7179116238681235,"(240, 255]"
3.0,2.0,115,-23.624288600000003,-46.738673600000006,779006,2,22.741692915503315,0,13.565775310691844,-0.6505809855573633,"(15, 30]"
3.0,1.0,150,-23.5633625,-46.6307564,975430,1,13.102928690984378,0,13.790634703586152,-0.3085859815905944,"(0, 15]"
1.0,1.0,53,-23.6270822,-46.6395555,406446,2,32.0,1,12.915208818165809,-1.6400459455409,"(30, 45]"
3.0,1.0,188,-23.5478925,-46.658075,1640650,1,25.0,1,14.310603672255601,0.4822495143777249,"(15, 30]"
4.0,5.0,320,-23.6065058,-46.7084936,2750470,2,164.0,1,14.827282727704528,1.2680812883737467,"(150, 165]"
3.0,1.0,238,-23.555148000000003,-46.6591581,2199050,3,14.0,1,14.603536461628122,0.9277792704352861,"(0, 15]"
2.0,1.0,85,-23.549482100000002,-46.690577399999995,808305,3,87.0,1,13.6026959786809,-0.5944272984338368,"(75, 90]"
3.0,3.0,126,-23.6053145,-46.64597620000001,1186720,2,13.526223826816645,0,13.986704599628787,-0.010377736821458466,"(0, 15]"
3.0,2.0,180,-23.6253085,-46.6440279,1131950,2,69.0,1,13.939453250589308,-0.08224364864390818,"(60, 75]"
3.0,1.0,90,-23.6267326,-46.6662823,963742,2,221.92843994678844,0,13.778579940538876,-0.32692041131179106,"(210, 225]"
3.0,2.0,116,-23.609758,-46.6607286,1519300,1,30.586274506552787,0,14.233760918629496,0.3653771992259641,"(30, 45]"
4.0,3.0,240,-23.5988736,-46.6655213,2742400,1,83.0,1,14.824344372029639,1.2636122602057227,"(75, 90]"
3.0,3.0,157,-23.599875100000002,-46.6476606,1439530,3,4.0,1,14.179827924057784,0.2833489839262722,"(0, 15]"
3.0,2.0,95,-23.4915289,-46.629107,909129,1,95.24036144677869,0,13.720243377235477,-0.41564613871661116,"(90, 105]"
3.0,1.0,62,-23.540013000000002,-46.7194152,624407,3,142.0,1,13.344559279841144,-0.9870346972502458,"(135, 150]"
2.0,3.0,125,-23.5614705,-46.686347399999995,1333650,1,12.0,1,14.10343085203903,0.16715451852369034,"(0, 15]"
3.0,4.0,144,-23.530646,-46.6900921,1713290,1,39.0,1,14.35392664028678,0.548140640529788,"(30, 45]"
2.0,1.0,96,-23.5783927,-46.6484076,819387,2,27.0,1,13.616312999125576,-0.5737167872959665,"(15, 30]"
2.0,1.0,103,-23.5637847,-46.6610722,1220530,3,272.37407718126224,0,14.014796567919056,0.03234813147874079,"(270, 285]"
1.0,1.0,35,-23.553708,-46.650366999999996,257750,1,72.0,1,12.4597492816001,-2.332767223533977,"(60, 75]"
3.0,3.0,240,-23.5753044,-46.647291499999994,2366980,1,19.771753996537274,0,14.67712586142546,1.039703467826639,"(15, 30]"
1.0,1.0,43,-23.5937965,-46.6738315,674886,1,191.0,1,13.422300548433075,-0.8687958052997732,"(180, 195]"
2.0,2.0,52,-23.498389000000003,-46.647056,385372,1,207.0,1,12.86196697542474,-1.7210229684931422,"(195, 210]"
4.0,3.0,178,-23.582233300000002,-46.607716700000005,1196560,2,38.0,1,13.99496216706195,0.0021814308019619806,"(30, 45]"
3.0,3.0,320,-23.5933924,-46.671689,4450390,2,190.03142290726637,0,15.308502515451044,1.9999820602334921,"(180, 195]"
4.0,6.0,252,-23.6224469,-46.6732795,3382180,2,146.44384819316792,0,15.034031325636622,1.5825310725690878,"(135, 150]"
2.0,1.0,72,-23.6094151,-46.661057,584220,3,95.44175198272305,0,13.278034614883346,-1.0882139398128374,"(90, 105]"
3.0,2.0,147,-23.5331556,-46.7158717,1804720,1,147.39041745735568,0,14.405916567164727,0.6272135892734195,"(135, 150]"
4.0,2.0,112,-23.5181426,-46.6654908,1312310,2,183.492684901737,0,14.087300263078921,0.1426210500108051,"(180, 195]"
3.0,2.0,80,-23.5662891,-46.6307716,885307,3,251.9733808667223,0,13.69369088604312,-0.4560305728012747,"(240, 255]"
3.0,3.0,140,-23.532816,-46.7265283,1275320,3,61.0,1,14.05870846959313,0.09913498344837164,"(60, 75]"
3.0,2.0,76,-23.6003789,-46.6205955,685909,3,51.0,1,13.438501702765885,-0.8441550119177506,"(45, 60]"
4.0,3.0,191,-23.5624432,-46.6965282,2311790,2,64.0,1,14.65353310676439,1.0038205806586047,"(60, 75]"
3.0,3.0,290,-23.609697,-46.7092596,1848940,2,24.0,1,14.430123600720078,0.664030750567977,"(15, 30]"
3.0,1.0,135,-23.5349622,-46.667874100000006,1115040,3,98.0,1,13.924401733500757,-0.10513592625858852,"(90, 105]"
1.0,1.0,40,-23.59702,-46.675684499999996,625015,2,282.9478671702243,0,13.345532528390864,-0.9855544560322218,"(270, 285]"
3.0,1.0,158,-23.581219600000004,-46.6872006,2665160,3,263.6383709807478,0,14.795775026515278,1.220160335397296,"(255, 270]"
3.0,1.0,122,-23.500882100000002,-46.623720500000005,813442,1,220.0,1,13.609031135577283,-0.5847919793127597,"(210, 225]"
4.0,4.0,826,-23.618842,-46.7339956,4872020,3,140.0414182161512,0,15.399019398707408,2.1376517454970743,"(135, 150]"
3.0,1.0,85,-23.5838407,-46.6418217,774578,3,126.0,1,13.560074934928439,-0.6592508481178044,"(120, 135]"
4.0,5.0,221,-23.554153,-46.714295799999995,2969480,2,241.97095356505508,0,14.903897748034016,1.384607237520168,"(240, 255]"
3.0,1.0,126,-23.563693899999997,-46.6694451,1692830,1,4.0,1,14.34191283333288,0.529868502088207,"(0, 15]"
3.0,2.0,115,-23.591627399999997,-46.6335675,1058540,3,20.0,1,13.872402102864541,-0.18422363372234582,"(15, 30]"
2.0,2.0,57,-23.6128188,-46.625677200000005,465183,1,84.0,1,13.050188305226051,-1.4347518298785935,"(75, 90]"
4.0,4.0,214,-23.5359102,-46.6785084,2361040,2,92.0,1,14.674613181439954,1.035881861841898,"(90, 105]"
1.0,1.0,75,-23.6342817,-46.736205600000005,480263,3,26.0,1,13.082091231689509,-1.3862297676156659,"(15, 30]"
4.0,5.0,272,-23.5983374,-46.6634348,4753950,1,268.0250820985026,0,15.374486619739356,2.100339148800532,"(255, 270]"
3.0,1.0,88,-23.6454848,-46.6625797,407699,1,144.09366271905452,0,12.918286888807344,-1.6353644209325116,"(135, 150]"
2.0,1.0,90,-23.5708726,-46.66173870000001,1397180,3,281.50767653707317,0,14.14996719319653,0.2379329546561685,"(270, 285]"
2.0,1.0,62,-23.6001544,-46.634920799999996,785042,3,163.79826675458648,0,13.5734937723344,-0.6388417591630985,"(150, 165]"
1.0,1.0,45,-23.633604100000003,-46.7141935,487896,1,71.50296092714578,0,13.09785959698404,-1.362247215310245,"(60, 75]"
2.0,1.0,113,-23.585458199999998,-46.603621399999994,915341,1,14.0,1,13.727053044914673,-0.40528912273883666,"(0, 15]"
3.0,3.0,208,-23.600422000000002,-46.68031679999999,3113460,2,124.91913660060752,0,14.951245527120157,1.4566198125251795,"(120, 135]"
3.0,2.0,140,-23.628084899999998,-46.6361245,1235570,1,49.0,1,14.027043769372368,0.05097524620894798,"(45, 60]"
4.0,3.0,692,-23.620609299999998,-46.7395826,4039000,1,265.9056624430554,0,15.211507942131556,1.8524602731283148,"(255, 270]"
3.0,2.0,122,-23.4943632,-46.6271619,1167510,1,25.0,1,13.970384690322346,-0.03519914799825122,"(15, 30]"
3.0,3.0,230,-23.574974899999997,-46.654797200000004,2647680,2,221.0,1,14.789194720504204,1.2101521620610922,"(210, 225]"
3.0,1.0,125,-23.581547699999998,-46.6773992,1635120,2,88.87604811611853,0,14.30722736569138,0.4771143943279863,"(75, 90]"
2.0,1.0,110,-23.556616199999997,-46.607741499999996,811449,1,37.0,1,13.606578049744028,-0.5885229468675328,"(30, 45]"
3.0,2.0,99,-23.593535199999998,-46.6304244,927032,1,133.0,1,13.739744442619875,-0.3859864173785377,"(120, 135]"
2.0,1.0,73,-23.5319201,-46.6801914,705539,2,39.0,1,13.466718746045517,-0.8012389135322846,"(30, 45]"
3.0,1.0,126,-23.544514899999996,-46.6510453,1412000,1,276.84684048585825,0,14.160518405250372,0.25398059118920935,"(270, 285]"
2.0,1.0,54,-23.5594319,-46.6154846,397900,3,82.0,1,12.893958509606131,-1.6723661402484342,"(75, 90]"
2.0,1.0,66,-23.555063600000004,-46.6923155,880978,3,350.23055257928485,0,13.688789068084846,-0.4634858862329542,"(345, 360]"
2.0,1.0,70,-23.6445349,-46.6692429,430858,3,122.0,1,12.973536169390208,-1.5513342290473147,"(120, 135]"
1.0,2.0,91,-23.5530791,-46.690887200000006,1048120,2,119.0,1,13.862509595213629,-0.19926942811753587,"(105, 120]"
2.0,1.0,101,-23.5802409,-46.67609229999999,1185380,1,91.0,1,13.985574799862556,-0.01209608120796737,"(90, 105]"
1.0,1.0,74,-23.5738065,-46.6256299,965462,3,203.125176561355,0,13.7803630580035,-0.3242084175785604,"(195, 210]"
1.0,1.0,49,-23.562199,-46.688466600000005,626159,1,50.0,1,13.34736120847872,-0.9827731648179642,"(45, 60]"
3.0,2.0,86,-23.5947371,-46.6781421,1037420,3,98.0,1,13.852248383609531,-0.21487599477271102,"(90, 105]"
2.0,2.0,151,-23.6011079,-46.716117499999996,1853840,2,199.656286171954,0,14.432770260912495,0.6680561308349675,"(195, 210]"
1.0,1.0,28,-23.560198,-46.6218485,359566,2,114.0,1,12.792655808736791,-1.8264402802686324,"(105, 120]"
3.0,4.0,189,-23.608476800000002,-46.6563119,2827870,2,24.0,1,14.855034689682379,1.3102900314666437,"(15, 30]"
3.0,1.0,84,-23.612404100000003,-46.6441521,764455,1,259.8970987132203,0,13.546919748738127,-0.6792589424892687,"(255, 270]"
3.0,2.0,185,-23.627520999999998,-46.7317909,889304,3,6.2979973474540305,0,13.698195537771566,-0.44917932071031585,"(0, 15]"
1.0,2.0,122,-23.601446,-46.717651000000004,1093710,2,84.11560259658953,0,13.905087058875374,-0.1345121606248774,"(75, 90]"
2.0,1.0,90,-23.5608169,-46.676198299999996,944848,1,25.923952267213245,0,13.758780405348572,-0.3570340838108128,"(15, 30]"
3.0,1.0,115,-23.5843807,-46.6467362,1001670,2,13.0,1,13.817180163397106,-0.2682122417325748,"(0, 15]"
4.0,2.0,141,-23.6021466,-46.6676833,1752960,2,49.22629533811016,0,14.376816916080307,0.5829551077399139,"(45, 60]"
2.0,1.0,62,-23.5510825,-46.647343799999994,944357,1,239.98814670556516,0,13.758260610523488,-0.35782465444688255,"(225, 240]"
2.0,4.0,355,-23.5945466,-46.6675934,4962650,2,150.54121605453437,0,15.417450631726242,2.165684328562668,"(150, 165]"
4.0,3.0,163,-23.590462,-46.6715997,2434240,2,33.13032681216962,0,14.705145561596826,1.0823194215028924,"(30, 45]"
4.0,4.0,456,-23.5097595,-46.6507406,3381490,1,46.77569323803769,0,15.033827294452854,1.5822207557768733,"(45, 60]"
4.0,3.0,223,-23.5640691,-46.653563500000004,2757950,2,109.31250217768915,0,14.829998570680097,1.2722118906903657,"(105, 120]"
3.0,1.0,138,-23.5584322,-46.6642256,1633800,2,227.22521281077925,0,14.30641975995974,0.475886083952151,"(225, 240]"
2.0,1.0,67,-23.605949399999997,-46.6288581,698860,2,341.70385736802865,0,13.457207145933701,-0.8157053748888705,"(330, 345]"
3.0,1.0,96,-23.538911,-46.703933,664463,2,22.0,1,13.406735979595625,-0.8924683978154284,"(15, 30]"
3.0,3.0,120,-23.494638600000002,-46.631226299999994,1148370,1,95.80686013888077,0,13.953854974384942,-0.060339660008079256,"(90, 105]"
4.0,5.0,300,-23.5541266,-46.5678154,3934790,2,123.72669065088893,0,15.185368325335416,1.8127037913784612,"(120, 135]"
4.0,5.0,223,-23.572793899999997,-46.6530374,3428200,3,174.7161470753193,0,15.047546191753318,1.6030862143032032,"(165, 180]"
3.0,1.0,93,-23.6032345,-46.670424700000005,818110,2,118.0,1,13.61475330320042,-0.5760889728971321,"(105, 120]"
3.0,1.0,109,-23.601437899999997,-46.6709769,921770,2,251.0,1,13.734052098587071,-0.39464406425297366,"(240, 255]"
2.0,2.0,77,-23.5585516,-46.6567204,1178250,1,115.0,1,13.979541693501934,-0.021272003134887713,"(105, 120]"
3.0,3.0,130,-23.5923288,-46.6034985,1028320,1,17.0,1,13.843437933064575,-0.22827605794235448,"(15, 30]"
4.0,4.0,330,-23.6160194,-46.6810369,4588550,1,33.11785075746749,0,15.339074845922816,2.046480381457198,"(30, 45]"
2.0,1.0,60,-23.540526899999996,-46.676916799999994,579895,3,121.0,1,13.270604056099753,-1.0995152866143236,"(120, 135]"
1.0,1.0,84,-23.620389499999998,-46.6974986,1182450,2,183.0655351118711,0,13.983099960857528,-0.01586013377631902,"(180, 195]"
1.0,1.0,34,-23.5771,-46.641431,251095,3,28.783919055682873,0,12.433590615110392,-2.3725526785010205,"(15, 30]"
3.0,2.0,126,-23.618259,-46.684800700000004,1386170,3,329.3448751372553,0,14.142055827745093,0.22590033540855609,"(315, 330]"
1.0,1.0,48,-23.635546100000003,-46.6646865,379351,2,67.0,1,12.846219812928414,-1.744973272863696,"(60, 75]"
4.0,2.0,140,-23.611979,-46.6789101,1389100,3,264.3948990921694,0,14.144167333275798,0.22911178382996406,"(255, 270]"
2.0,1.0,68,-23.541475600000002,-46.585858,348963,2,46.0,1,12.762724044001581,-1.8719643469646676,"(45, 60]"
2.0,1.0,75,-23.5333072,-46.691511600000005,724869,1,34.0,1,13.493747607413962,-0.7601299545871568,"(30, 45]"
2.0,1.0,105,-23.5312973,-46.676776600000004,760143,3,110.53093076238753,0,13.541263167998853,-0.6878621959600967,"(105, 120]"
2.0,1.0,70,-23.612409200000002,-46.659179200000004,712404,2,10.0,1,13.476401848901931,-0.7865116088056973,"(0, 15]"
1.0,1.0,40,-23.5531564,-46.5677867,395381,3,28.0,1,12.88760766516194,-1.6820253190042185,"(15, 30]"
4.0,2.0,350,-23.5685814,-46.6444579,2214500,3,55.89246422918435,0,14.610537653914491,0.9384275815995623,"(45, 60]"
4.0,5.0,430,-23.6294182,-46.7215323,2752820,2,195.543274970876,0,14.82813676203265,1.2693802133137906,"(195, 210]"
3.0,1.0,138,-23.5332783,-46.6691315,1283580,3,268.0,1,14.065164385989247,0.10895396910460786,"(255, 270]"
5.0,3.0,190,-23.599691,-46.642068,1975940,1,150.0,1,14.496555298544587,0.7650685967907989,"(135, 150]"
3.0,3.0,202,-23.598976699999998,-46.663840500000006,2460920,1,219.0,1,14.716046228085908,1.098898553160187,"(210, 225]"
3.0,3.0,253,-23.622810100000002,-46.6822275,2785300,3,4.0,1,14.839866504498021,1.2872203100486401,"(0, 15]"
4.0,4.0,370,-23.624631100000002,-46.7314905,2035800,3,97.0,1,14.526399911207644,0.8104601114378494,"(90, 105]"
2.0,2.0,120,-23.615194,-46.6785467,1327740,2,271.897832954764,0,14.098989559877188,0.1603996317877778,"(270, 285]"
4.0,4.0,204,-23.6078353,-46.6553814,3393090,3,289.4591914676546,0,15.037251863330091,1.5874292793421125,"(285, 300]"
3.0,3.0,280,-23.5704125,-46.6349505,2361400,3,86.74195914880293,0,14.674765644932656,1.0361137478757443,"(75, 90]"
3.0,2.0,252,-23.6364964,-46.645191,1331860,3,148.0,1,14.102087770282823,0.165111787532427,"(135, 150]"
3.0,2.0,193,-23.568931600000003,-46.6189261,1751520,1,151.77803465994037,0,14.375995111270896,0.5817052015855095,"(150, 165]"
3.0,2.0,185,-23.595930600000003,-46.641706400000004,1923950,1,46.0,1,14.469891442108011,0.724514784159621,"(45, 60]"
4.0,3.0,200,-23.566397199999997,-46.6603485,2934020,3,170.89022495666632,0,14.891884395123663,1.3663357896462447,"(165, 180]"
2.0,1.0,79,-23.5568458,-46.6790078,782127,3,44.61887703701187,0,13.56977368899732,-0.6444997390199579,"(30, 45]"
1.0,1.0,44,-23.534839,-46.668847799999995,545820,3,198.95234712203597,0,13.210046362148306,-1.1916191943789332,"(195, 210]"
1.0,1.0,46,-23.574703,-46.636924,660835,2,196.80221580908253,0,13.401260979123842,-0.9007954807269511,"(195, 210]"
4.0,3.0,160,-23.6079969,-46.7227703,918904,1,39.0,1,13.73093802276267,-0.39938035016129436,"(30, 45]"
2.0,2.0,65,-23.570304800000002,-46.6599871,1033020,1,65.24913052055156,0,13.847998077033573,-0.22134040613482864,"(60, 75]"
4.0,2.0,153,-23.6015607,-46.6693953,1709470,1,62.97144611894989,0,14.351694523893034,0.5447457516389685,"(60, 75]"
3.0,1.0,137,-23.579653,-46.673773,1474720,1,29.478703023217268,0,14.203979377322087,0.32008161158577436,"(15, 30]"
4.0,2.0,240,-23.542154699999998,-46.65588029999999,2122160,1,81.0,1,14.567945467096983,0.8736479212433068,"(75, 90]"
2.0,1.0,64,-23.571752800000002,-46.7241406,351485,1,67.0,1,12.769925160136662,-1.861011965970116,"(60, 75]"
3.0,3.0,236,-23.529104500000003,-46.72573679999999,2760910,3,209.0072432553854,0,14.83107125569517,1.2738433676380836,"(195, 210]"
2.0,1.0,110,-23.554794,-46.649513,788379,1,4.0,1,13.577735486105347,-0.6323904168409092,"(0, 15]"
3.0,1.0,81,-23.5290971,-46.7283663,429364,1,10.0,1,12.970062652022332,-1.5566171997549862,"(0, 15]"
5.0,3.0,275,-23.6014673,-46.6692488,3239680,1,46.0,1,14.9909854261312,1.51706134776631,"(45, 60]"
3.0,3.0,190,-23.5402342,-46.7154596,1646430,2,52.17262770296063,0,14.314120472844815,0.4875983157596795,"(45, 60]"
3.0,2.0,112,-23.569642899999998,-46.584559000000006,845236,2,3.0,1,13.647372340386788,-0.5264777576023025,"(0, 15]"
3.0,1.0,118,-23.5696205,-46.6282943,848012,3,22.0,1,13.650651244845212,-0.5214907791673272,"(15, 30]"
4.0,3.0,280,-23.606081200000002,-46.70637979999999,1971790,2,48.0,1,14.494452824755221,0.7618708849999813,"(45, 60]"
1.0,2.0,80,-23.595132999999997,-46.6762218,1062660,3,270.5580683432891,0,13.876286697713052,-0.17831544365954377,"(270, 285]"
1.0,1.0,53,-23.568424800000003,-46.6305817,295493,3,11.0,1,12.596403811053621,-2.124925488568068,"(0, 15]"
3.0,2.0,114,-23.6097638,-46.6195302,1071250,1,47.0,1,13.884337682382606,-0.1660704735982102,"(45, 60]"
3.0,2.0,172,-23.5278661,-46.685984000000005,1589150,3,67.0,1,14.278710469323647,0.4337422409085955,"(60, 75]"
4.0,3.0,330,-23.5332723,-46.678426,2885630,1,31.0,1,14.875254151513483,1.3410423822585211,"(30, 45]"
2.0,1.0,42,-23.6036789,-46.6947578,428459,2,187.307287112116,0,12.96795266377121,-1.5598263405030053,"(180, 195]"
4.0,3.0,332,-23.5675083,-46.6230417,3885470,1,82.05949302067991,0,15.172754769956688,1.7935194786119015,"(75, 90]"
3.0,1.0,102,-23.6029859,-46.6709179,1004180,1,42.0,1,13.819682841869989,-0.26440584733096995,"(30, 45]"
2.0,2.0,91,-23.5367858,-46.6783199,1146310,1,327.96519792097763,0,13.952059518148832,-0.06307042012748926,"(315, 330]"
1.0,1.0,100,-23.554092800000003,-46.6501995,1404320,3,142.56567249612618,0,14.155064469914103,0.24568554683747862,"(135, 150]"
3.0,1.0,64,-23.5966187,-46.5995602,575032,1,33.63553986739439,0,13.262182709437017,-1.1123235506955207,"(30, 45]"
2.0,1.0,69,-23.568213399999998,-46.6505404,797288,1,6.9931815038966825,0,13.588972501832012,-0.6152997221247581,"(0, 15]"
4.0,2.0,310,-23.608005,-46.6579979,4060210,1,91.17230645252084,0,15.216745500670848,1.8604262238958835,"(90, 105]"
3.0,2.0,92,-23.546349600000003,-46.56945379999999,647830,2,87.0,1,13.381385138850398,-0.9310252077828921,"(75, 90]"
3.0,1.0,90,-23.6023937,-46.6664239,1035370,3,106.40270046987794,0,13.850270374558562,-0.2178844046261987,"(105, 120]"
7.0,3.0,210,-23.5685124,-46.630806799999995,1886480,1,322.0762347561065,0,14.450223746774691,0.694601630624169,"(315, 330]"
3.0,2.0,168,-23.612610800000002,-46.6878865,2081580,3,149.97756276215046,0,14.548638259104562,0.8442830430900562,"(135, 150]"
3.0,1.0,120,-23.5672995,-46.64967539999999,1398650,1,180.4680767177956,0,14.151018758623536,0.23953231022567137,"(180, 195]"
4.0,3.0,300,-23.6013498,-46.6698856,4206370,2,61.762365679059094,0,15.252110838677616,1.9142143657041102,"(60, 75]"
4.0,3.0,130,-23.6235669,-46.7311329,946982,1,10.723582699353633,0,13.761036420581533,-0.3536028465001787,"(0, 15]"
4.0,2.0,138,-23.637241600000003,-46.7183986,1493900,3,325.8026114756262,0,14.216901377419033,0.3397350466392564,"(315, 330]"
3.0,2.0,172,-23.563968600000003,-46.6485658,1414620,2,26.0,1,14.162372208659756,0.2568000931730286,"(15, 30]"
2.0,1.0,90,-23.5639647,-46.66529620000001,1320310,3,242.84173246402526,0,14.093377872872411,0.15186465846620106,"(240, 255]"
3.0,1.0,116,-23.559462600000003,-46.676581799999994,971996,2,112.58779298200326,0,13.78710799701806,-0.3139498492557142,"(105, 120]"
2.0,1.0,51,-23.6246544,-46.739445700000005,461924,1,238.5435687943904,0,13.043157819223353,-1.445444694683717,"(225, 240]"
3.0,2.0,112,-23.5314047,-46.6682215,1407210,2,85.31336051065611,0,14.157120289316378,0.24881230065276738,"(75, 90]"
1.0,2.0,122,-23.601446,-46.717651000000004,1093710,2,17.172325480139552,0,13.905087058875374,-0.1345121606248774,"(15, 30]"
2.0,2.0,122,-23.6069955,-46.695159999999994,1592040,2,263.6576014815799,0,14.280527398823686,0.43650566032183474,"(255, 270]"
3.0,1.0,97,-23.5336143,-46.685849299999994,768851,3,70.0,1,13.552653772228092,-0.6705379041507983,"(60, 75]"
2.0,2.0,121,-23.601446,-46.717651000000004,1084740,3,62.0,1,13.896851806783587,-0.1470373882150884,"(60, 75]"
3.0,2.0,150,-23.600126500000002,-46.7254076,1080720,1,65.84251524749314,0,13.893138968952188,-0.15268434817763774,"(60, 75]"
2.0,1.0,56,-23.5270327,-46.6852281,392243,2,10.0,1,12.879639374111175,-1.6941445180042616,"(0, 15]"
2.0,2.0,70,-23.5307263,-46.682673799999996,805067,1,9.0,1,13.598682024882827,-0.6005322341780152,"(0, 15]"
3.0,2.0,133,-23.552762,-46.6804592,969400,1,274.61289883097567,0,13.784433633958798,-0.3180173635956229,"(270, 285]"
3.0,3.0,225,-23.602792,-46.694767399999996,2910360,1,70.0,1,14.88378768643631,1.354021276634327,"(60, 75]"
4.0,3.0,154,-23.591914399999997,-46.6274767,1622140,3,348.32647607524905,0,14.299257439595726,0.4649927085419743,"(345, 360]"
3.0,3.0,196,-23.6248585,-46.6260493,1596940,3,45.0,1,14.283600482244186,0.4411795997248373,"(30, 45]"
3.0,1.0,92,-23.539048899999997,-46.678637200000004,781087,1,19.0,1,13.568443098530691,-0.6465234716559631,"(15, 30]"
4.0,4.0,220,-23.6184184,-46.735463700000004,2622010,1,52.0,1,14.779452138567768,1.1953343939211412,"(45, 60]"
1.0,1.0,45,-23.5833068,-46.6735119,514604,1,9.0,1,13.151154895067071,-1.281188890618052,"(0, 15]"
2.0,1.0,55,-23.6212905,-46.731023799999996,350415,1,26.0,1,12.766876299102348,-1.865649064861575,"(15, 30]"
